Source,Date,Tweet Text,Compound,Positive,Neutral,Negative,Tweets Ago
@CNN,Mon Jun 18 21:21:28 +0000 2018,"""Flying through space, for me, is a bit surreal. Flying over this place that I came to when I was twelve."" -… https://t.co/wKuw5u3gfO",0.0,0.0,1.0,0.0,71
@CNN,Mon Jun 18 21:17:11 +0000 2018,DHS Secretary Kirstjen Nielsen talks with reporters about immigration as the White House holds a press briefing. Wa… https://t.co/Czo8XHzlU6,0.0,0.0,1.0,0.0,72
@CNN,Mon Jun 18 21:12:41 +0000 2018,"Former first ladies Hillary Clinton and Michelle Obama provided a signal boost to another former first lady, Laura… https://t.co/5G1oU9Yqln",0.4019,0.137,0.863,0.0,73
@CNN,Mon Jun 18 21:01:12 +0000 2018,RT @TheLeadCNN: .@JakeTapper: Today President Trump continued his false claim that his new policy of separating families at the border is b…,0.0,0.0,1.0,0.0,74
@CNN,Mon Jun 18 21:01:05 +0000 2018,Special counsel Mueller's investigation into President Trump and Russia was effectively on trial at the first congr… https://t.co/x9VFZ8WVrL,0.6808,0.259,0.741,0.0,75
@CNN,Mon Jun 18 20:51:08 +0000 2018,Children and parents are being separated at the border. Here's what we know https://t.co/d5wCK0GlZj https://t.co/fsU1flICM8,0.0,0.0,1.0,0.0,76
@CNN,Mon Jun 18 20:41:06 +0000 2018,Beyoncé and Jay-Z's album lyrics: Settling scores? https://t.co/mFyTVk3Ppo https://t.co/OxZvEtFEyH,0.0,0.0,1.0,0.0,77
@CNN,Mon Jun 18 20:31:08 +0000 2018,CNN's Brooke Baldwin reveals her dream to be an astronaut https://t.co/LHjiNJzeFy https://t.co/lQHIiWfslH,0.25,0.154,0.846,0.0,78
@CNN,Mon Jun 18 20:23:35 +0000 2018,"RT @CNNnewsroom: ""One clarifying matter at the outset: The report did, in fact, find bias ... What was not found, was any smoking gun indic…",-0.4019,0.041,0.818,0.141,79
@CNN,Mon Jun 18 20:21:04 +0000 2018,"A Trump supporter disrupted Robert De Niro's ""Bronx Tale"" musical on Broadway, holding up a large ""Trump 2020"" bann… https://t.co/zqtgj9w2ks",0.2732,0.11,0.89,0.0,80
@CNN,Mon Jun 18 20:13:34 +0000 2018,"RT @CNNnewsroom: ""Flying through space, for me, is a bit surreal. Flying over this place that I came to when I was twelve."" @BrookeBCNN on…",0.0,0.0,1.0,0.0,81
@CNN,Mon Jun 18 20:13:16 +0000 2018,Two-thirds of Americans disapprove of the Trump administration's policy that results in family separation at the bo… https://t.co/m6OhS9FVUf,0.0,0.0,1.0,0.0,82
@CNN,Mon Jun 18 20:13:07 +0000 2018,A terrified 9-year-old boy's story symbolizes Trump's policy | By New York Mayor Bill de Blasio via @CNNOpinion https://t.co/BFmTTEpL4l,-0.6124,0.0,0.8,0.2,83
@CNN,Mon Jun 18 20:12:53 +0000 2018,"RT @CNNMoney: Dow sinks early on trade fears, but trims losses to finish down 103 points. S&amp;P ends down 0.2%, Nasdaq flat. https://t.co/wBm…",-0.6652,0.0,0.794,0.206,84
@CNN,Mon Jun 18 20:10:13 +0000 2018,Hillary Clinton said President Trump's claim that the Democrats were to blame for the practice of separating famili… https://t.co/RxYPNxNY5t,-0.34,0.0,0.882,0.118,85
@CNN,Mon Jun 18 20:03:07 +0000 2018,California Democratic Sen. Kamala Harris has called for the resignation of DHS Secretary Kirstjen Nielsen over fami… https://t.co/MrLb5iH514,-0.296,0.0,0.885,0.115,86
@CNN,Mon Jun 18 19:59:34 +0000 2018,"Hillary Clinton said separating families at the border is a “moral and humanitarian crisis,” and that “every human… https://t.co/tCnJuPe7Ys",0.0,0.0,1.0,0.0,87
@CNN,Mon Jun 18 19:51:08 +0000 2018,Senate Republicans did not want another immigration fight. Now they might not have a choice. https://t.co/gMLWkTESi8 https://t.co/QV6obh6vKM,-0.4257,0.0,0.786,0.214,88
@CNN,Mon Jun 18 19:41:06 +0000 2018,"Biotech billionaire Dr. Patrick Soon-Shiong takes control of the Los Angeles Times, bringing the newspaper back und… https://t.co/yUEPH23lQT",0.0,0.0,1.0,0.0,89
@CNN,Mon Jun 18 19:36:42 +0000 2018,"We’re near the US-Mexico border in California, where House Minority Leader Nancy Pelosi and other Democratic leader… https://t.co/TWPAKDkq96",0.0,0.0,1.0,0.0,90
@CNN,Mon Jun 18 19:31:07 +0000 2018,"An airstrike close to the Iraq-Syria border Sunday was carried out by Israel, and not by the US or the coalition fi… https://t.co/rIwEMzhcjH",0.0,0.0,1.0,0.0,91
@CNN,Mon Jun 18 19:21:04 +0000 2018,Ivanka Trump's deafening silence | By Anushay Hossain via @CNNOpinion https://t.co/6MVX7fbHkN https://t.co/ZdjZyJo7tL,-0.296,0.0,0.82,0.18,92
@CNN,Mon Jun 18 19:10:10 +0000 2018,"President Donald Trump described the relationship between the Air Force and his newest military branch, the Space F… https://t.co/Mfey1fdAle",0.0,0.0,1.0,0.0,93
@CNN,Mon Jun 18 19:01:15 +0000 2018,"""The people there, I don't think they knew that they might be separated from their kids after these pictures were t… https://t.co/WJZ7tU39KO",0.0,0.0,1.0,0.0,94
@CNN,Mon Jun 18 19:00:08 +0000 2018,Donald Trump's Twitter feed is getting more and more bizarre | Analysis by @CillizzaCNN https://t.co/3fq4omCwE3 https://t.co/AOsmnIc5ar,-0.4323,0.0,0.831,0.169,95
@CNN,Mon Jun 18 18:55:43 +0000 2018,"""The mother had to set down her daughter to be body-searched, to be frisked, before she was loaded into a van and t… https://t.co/3HzCTUtZhe",0.0,0.0,1.0,0.0,96
@CNN,Mon Jun 18 18:50:09 +0000 2018,Former CIA Director Michael Hayden says his tweet invoking a Nazi concentration camp to criticize the separation of… https://t.co/2sn1exTs3e,-0.3818,0.0,0.867,0.133,97
@CNN,Mon Jun 18 18:40:07 +0000 2018,"In a rare public admonishment of the Trump administration, former first lady Laura Bush calls separating families a… https://t.co/8X1gdaoWkU",0.0,0.0,1.0,0.0,98
@CNN,Mon Jun 18 18:30:13 +0000 2018,Photos of a crying 2-year-old girl are quickly becoming the human face of President Trump’s new “zero-tolerance” im… https://t.co/zjfzmZAm7o,-0.4767,0.0,0.846,0.154,99
@FoxNews,Tue Jun 19 05:53:00 +0000 2018,Ex-CIA engineer accused of leaking hacking docs to WikiLeaks charged in massive 'Vault 7' security breach https://t.co/XZc7dS2jeh,-0.1531,0.118,0.686,0.196,0
@FoxNews,Tue Jun 19 05:45:00 +0000 2018,"Rep. @NancyPelosi on children being separated from their families at the border: ""This is not about immigration. Th… https://t.co/qmiUotFk7o",0.0,0.0,1.0,0.0,1
@FoxNews,Tue Jun 19 05:38:00 +0000 2018,".@POTUS shows off a ""Space Policy Directive"" after signing it at a National Space Council meeting at the… https://t.co/03JcBL1vFJ",0.0,0.0,1.0,0.0,2
@FoxNews,Tue Jun 19 05:30:00 +0000 2018,Inspector General Horowitz: “I can’t think of something more concerning than a law enforcement officer suggesting t… https://t.co/sfvQXzoPYe,0.0,0.0,1.0,0.0,3
@FoxNews,Tue Jun 19 05:23:00 +0000 2018,Indiana state trooper lauded as 'hero' for pulling over 'slowpoke' driver https://t.co/ejJeVTg5jH,0.0,0.0,1.0,0.0,4
@FoxNews,Tue Jun 19 05:15:00 +0000 2018,".@POTUS: “If the Democrats would sit down instead of obstructing, we could have something done very quickly...What'… https://t.co/bkkGMyLd9u",0.0,0.0,1.0,0.0,5
@FoxNews,Tue Jun 19 05:07:00 +0000 2018,.@FBI Director Christopher Wray and Inspector General Michael Horowitz are sworn in to testify before the Senate Ju… https://t.co/sJ4SMkFECq,0.0,0.0,1.0,0.0,6
@FoxNews,Tue Jun 19 05:03:11 +0000 2018,"One man in Greenbelt, Maryland rushed to cover Master Police officer Hawkins with an umbrella after the officer sto… https://t.co/miaIsaWeXN",0.0,0.0,1.0,0.0,7
@FoxNews,Tue Jun 19 05:00:00 +0000 2018,".@seanhannity: ""Any other American, all of you out there, would have been locked up, thrown in prison, for exactly… https://t.co/kmhg2JjD56",-0.5106,0.0,0.852,0.148,8
@FoxNews,Tue Jun 19 04:53:00 +0000 2018,Dad battling brain cancer shows no sign of tumor regrowth after clinical trial https://t.co/vgGegLjxvG,-0.8834,0.0,0.469,0.531,9
@FoxNews,Tue Jun 19 04:45:00 +0000 2018,.@PressSec: “We want to secure the border...This is a broken system and we've got to quit ignoring it.” https://t.co/nQfWqGso1I,-0.4767,0.157,0.596,0.247,10
@FoxNews,Tue Jun 19 04:38:00 +0000 2018,Customer revolted at gross instructions on burger receipt: 'Please spit in it too' https://t.co/tep7YKcasv,-0.2023,0.132,0.69,0.178,11
@FoxNews,Tue Jun 19 04:30:00 +0000 2018,A young girl who hates taking naps escaped her crib with the help of her older brother. https://t.co/aRGj0Zmrk2,-0.0516,0.131,0.728,0.141,12
@FoxNews,Tue Jun 19 04:23:00 +0000 2018,"At the National Space Council meeting, @POTUS commented on national security. https://t.co/xZP8wP6pQx",0.34,0.179,0.821,0.0,13
@FoxNews,Tue Jun 19 04:15:00 +0000 2018,".@David_Bossie: ""Let's not forget that if parents don't bring their children and cross over illegally, they're not… https://t.co/sxSqBDitHn",0.1695,0.089,0.911,0.0,14
@FoxNews,Tue Jun 19 04:10:44 +0000 2018,"Sessions rebukes critics who compare border situation to Nazi Germany: 'Fundamentally, we're enforcing the law' https://t.co/ucUOmL9NCR",-0.296,0.0,0.872,0.128,15
@FoxNews,Tue Jun 19 04:05:00 +0000 2018,"Carjacking suspect dead outside @Walmart store after armed citizens take action, police say https://t.co/NWQErf8Xc6 https://t.co/OScDZI5b8r",-0.7579,0.0,0.667,0.333,16
@FoxNews,Tue Jun 19 04:01:00 +0000 2018,".@POTUS: ""The United States will not be a migrant camp, and it will not be a refugee holding facility.” https://t.co/wwCkZqSrXA",0.4215,0.141,0.859,0.0,17
@FoxNews,Tue Jun 19 03:53:00 +0000 2018,"Federal judge tosses Kansas voter ID law, orders state's top prosecutor to undergo legal training https://t.co/PwFx6jdVmF",0.3182,0.191,0.809,0.0,18
@FoxNews,Tue Jun 19 03:45:58 +0000 2018,".@kayleighmcenany: ""[President @realDonaldTrump] does not want to separate families– he has said that repeatedly. H… https://t.co/QY5xFJnCgY",-0.0572,0.0,0.925,0.075,19
@FoxNews,Tue Jun 19 03:41:12 +0000 2018,".@adrienneelrod: ""To separate [children from their parents] is absolutely unforgivable."" @foxnewsnight https://t.co/lf9W5EfLF0",0.0,0.0,1.0,0.0,20
@FoxNews,Tue Jun 19 03:35:22 +0000 2018,Chadwick Boseman gives 'Best Hero' award at 2018 #MTVAwards to Waffle House hero James Shaw Jr. https://t.co/dJq7a5HDlP,0.9423,0.534,0.466,0.0,21
@FoxNews,Tue Jun 19 03:29:24 +0000 2018,".@MZHemingway: ""This failure to comply with congressional oversight and subpoenas is actually something of a consti… https://t.co/XBrawAGO0X",-0.5106,0.0,0.82,0.18,22
@FoxNews,Tue Jun 19 03:23:11 +0000 2018,".@LindseyGrahamSC: ""We learned today that the head investigator of the Clinton email investigation hated Trump's gu… https://t.co/RMsOFDWDGU",-0.6369,0.0,0.792,0.208,23
@FoxNews,Tue Jun 19 03:17:34 +0000 2018,".@LindseyGrahamSC: ""We don't want to break families up, but we do want to make sure that people [who] are caught co… https://t.co/qprgnubi8p",0.3624,0.121,0.779,0.1,24
@FoxNews,Tue Jun 19 03:12:42 +0000 2018,Two former first ladies speak out against separating families at the border https://t.co/8NEBaHZxwH https://t.co/xHDFjIBu9E,0.0,0.0,1.0,0.0,25
@FoxNews,Tue Jun 19 03:03:00 +0000 2018,Spain takes in boat packed with hundreds of refugees after Italy turns it away. https://t.co/kdZlTQaNJx,0.0,0.0,1.0,0.0,26
@FoxNews,Tue Jun 19 02:57:52 +0000 2018,Sailors assigned to the USS George H.W. Bush (CVN 77) cleaned the “Homecoming” statue at Norfolk’s Town Point Park… https://t.co/S5H7bgzTIZ,0.0,0.0,1.0,0.0,27
@FoxNews,Tue Jun 19 02:49:17 +0000 2018,"Attorney General Sessions on delay in document requests from Congress: ""We have a responsibility to produce the doc… https://t.co/qhCEyqBa1N",-0.3182,0.0,0.881,0.119,28
@FoxNews,Tue Jun 19 02:42:04 +0000 2018,"Attorney General Jeff Sessions: ""We want to allow asylum for people who qualify for it, but people who want economi… https://t.co/qwcV5McIRV",0.2617,0.184,0.816,0.0,29
@FoxNews,Tue Jun 19 02:36:44 +0000 2018,"Attorney General Jeff Sessions: ""We want to end this process of children being brought across dangerous territory,… https://t.co/lf7d7pncOf",-0.4215,0.064,0.784,0.152,30
@FoxNews,Tue Jun 19 02:29:58 +0000 2018,"Attorney General Jeff Sessions on illegal immigrant children being separated from their parents: ""We're doing the r… https://t.co/41mqmorgcC",-0.5574,0.0,0.825,0.175,31
@FoxNews,Tue Jun 19 02:25:09 +0000 2018,".@IngrahamAngle: ""The American people are footing a really big bill for what is tantamount to a slow rolling invasi… https://t.co/9MrGyox7ht",0.0,0.0,1.0,0.0,32
@FoxNews,Tue Jun 19 02:19:04 +0000 2018,'The IG Has a Lot of Explaining to Do': @seanhannity Rips Feds' Investigator After 'No Bias' Assertion. https://t.co/DZJmOVhMpz,-0.3818,0.0,0.806,0.194,33
@FoxNews,Tue Jun 19 02:09:16 +0000 2018,".@IngrahamAngle: ""The United States is not an open repatriation center."" https://t.co/hojXezHPe1",0.4215,0.219,0.781,0.0,34
@FoxNews,Tue Jun 19 02:05:00 +0000 2018,"During congressional testimony Monday, FBI Director Christopher Wray disputed allegations that Special Counsel Robe… https://t.co/R0Vgir5auj",0.0772,0.149,0.718,0.133,35
@FoxNews,Tue Jun 19 01:57:03 +0000 2018,"""Rest in peace I never told you how much you inspired me when you were here thank you for existing,"" @kanyewest cap… https://t.co/coxLbZ3BrT",0.8481,0.326,0.674,0.0,36
@FoxNews,Tue Jun 19 01:55:00 +0000 2018,"COMING UP: Attorney General Jeff Sessions reacts LIVE to the controversy at the border. Tune in to ""The… https://t.co/DFf5uheJKy",0.0,0.0,1.0,0.0,37
@FoxNews,Tue Jun 19 01:49:53 +0000 2018,".@newtgingrich: ""We should conclude that the American left is quite comfortable with corruption because it so deepl… https://t.co/GrnIq8RkzU",0.5563,0.174,0.826,0.0,38
@FoxNews,Tue Jun 19 01:45:45 +0000 2018,"In a new op-ed, @TomFitton wrote, ""The @FBI's cover-ups and stonewalling on Wray's watch add to his credibility pro… https://t.co/CTW4vSbELD",0.0,0.0,1.0,0.0,39
@FoxNews,Tue Jun 19 01:44:43 +0000 2018,Pentagon confirms halt of August war games with South Korea https://t.co/PdvWZJEdTS,-0.5994,0.0,0.719,0.281,40
@FoxNews,Tue Jun 19 01:40:37 +0000 2018,".@jasoninthehouse: ""[Congress] needs to unmask the @FBI agents and attorneys that were engaged...That will allow Co… https://t.co/FAYgxh5cgj",0.2263,0.106,0.894,0.0,41
@FoxNews,Tue Jun 19 01:33:13 +0000 2018,Principal who sparked backlash for inviting anti-police extremist to 'Career Day' suddenly retires https://t.co/vbrakYZ10r,0.3182,0.15,0.85,0.0,42
@FoxNews,Tue Jun 19 01:32:00 +0000 2018,".@GreggJarrett: ""Today's best moment really happened on the cross examination by Senator @LindseyGrahamSC when he s… https://t.co/uDoB0lJQ78",0.6369,0.208,0.792,0.0,43
@FoxNews,Tue Jun 19 01:24:50 +0000 2018,".@seanhannity: ""No one likes the idea of separating any child from any parent, but this issue has been in the hands… https://t.co/cX2M6bZ7Dv",0.0772,0.081,0.851,0.068,44
@FoxNews,Tue Jun 19 01:17:49 +0000 2018,Recording of crying children at US border adds to outrage https://t.co/NZZT6Gpdar https://t.co/gIOqGS2y0o,-0.7506,0.0,0.61,0.39,45
@FoxNews,Tue Jun 19 01:15:00 +0000 2018,"Armed man who shot, killed @Walmart gunman is a pastor, report says https://t.co/K4QJllPLDz",-0.6705,0.0,0.71,0.29,46
@FoxNews,Tue Jun 19 01:09:39 +0000 2018,".@seanhannity: ""Any other American, all of you out there, would have been locked up, thrown in prison, for exactly… https://t.co/0f2VyeXGWN",-0.5106,0.0,0.852,0.148,47
@FoxNews,Tue Jun 19 01:05:00 +0000 2018,"During a briefing on Monday, @PressSec Sarah Sanders touched on border security, stating that ""the president wants… https://t.co/UM8rWAppgU",0.34,0.13,0.87,0.0,48
@FoxNews,Tue Jun 19 00:57:43 +0000 2018,Years of backlash: Obama policy on illegal immigrants' children was also slammed by critics. https://t.co/4pS1EbQzKa,-0.7003,0.0,0.691,0.309,49
@FoxNews,Tue Jun 19 00:51:45 +0000 2018,Rev. Jeffress Reacts to Dallas Mayor Who Pressured Removal of 'America Is a Christian Nation' Billboard. https://t.co/LqxFJKp4tv,-0.2263,0.0,0.888,0.112,50
@FoxNews,Tue Jun 19 00:41:22 +0000 2018,Restaurant sign declaring 'guns are welcome' sparks heated debate. https://t.co/fTBA5MRUyd,0.4588,0.25,0.75,0.0,51
@FoxNews,Tue Jun 19 00:41:00 +0000 2018,"TONIGHT: Attorney General Jeff Sessions reacts LIVE to the controversy at the border. Tune in to ""The… https://t.co/ydIo9zZmmt",0.0,0.0,1.0,0.0,52
@FoxNews,Tue Jun 19 00:31:59 +0000 2018,Republicans demand names of anti-Trump FBI employees from bombshell IG report. https://t.co/HtDQdgLszG,-0.128,0.0,0.88,0.12,53
@FoxNews,Tue Jun 19 00:27:17 +0000 2018,"Don Rosenberg, father of man killed by illegal immigrant: ""I've been furious about the Democratic response to illeg… https://t.co/yLbJajtuJZ",-0.9153,0.0,0.576,0.424,54
@FoxNews,Tue Jun 19 00:20:44 +0000 2018,".@ICEgov Acting Director Thomas Homan: ""As far as the separation of families are concerned, you'd have to put the b… https://t.co/3zua7eSg8X",0.0,0.0,1.0,0.0,55
@FoxNews,Tue Jun 19 00:10:23 +0000 2018,RT @FoxBusiness: JUST IN: Trump threatens to slap China with $200 billion in new tariffs https://t.co/eJukFGAnAj,-0.25,0.088,0.769,0.143,56
@FoxNews,Tue Jun 19 00:09:57 +0000 2018,".@TuckerCarlson: ""This is one of those moments that tells you everything about our ruling class. They care far more… https://t.co/lhMMxK2BUP",0.4939,0.144,0.856,0.0,57
@FoxNews,Tue Jun 19 00:06:56 +0000 2018,".@robertjeffress: ""Liberals are the most intolerant people of all when it comes to ideas they disagree with.""… https://t.co/Ulrwhgl1Qq",-0.3818,0.0,0.867,0.133,58
@FoxNews,Tue Jun 19 00:02:32 +0000 2018,".@HillaryClinton took a swipe at Attorney General Jeff Sessions, who, on Thursday, cited the Bible to defend the bo… https://t.co/odW5Ikstz3",0.0,0.0,1.0,0.0,59
@FoxNews,Tue Jun 19 00:02:15 +0000 2018,".@GOPChairwoman: ""[President @realDonaldTrump] talked about the issues that really mattered to everyday Americans a… https://t.co/rRwj1pE7WW",0.0,0.0,1.0,0.0,60
@FoxNews,Mon Jun 18 23:56:54 +0000 2018,".@GOPChairwoman: ""People feel like this is a @POTUS who cared about them, that's why they voted to put him in offic… https://t.co/lYkyzDsskE",0.6486,0.218,0.782,0.0,61
@FoxNews,Mon Jun 18 23:50:54 +0000 2018,".@JonSummersdc: ""If we aren't going to trust the inspector general, who's supposed to...take this non-biased approa… https://t.co/9vWNeTwWGp",-0.4023,0.0,0.856,0.144,62
@FoxNews,Mon Jun 18 23:47:58 +0000 2018,Florida man wrangles alligator from 10-foot python's deadly grip in Everglades https://t.co/49JTz7qYfv,0.0,0.0,1.0,0.0,63
@FoxNews,Mon Jun 18 23:47:19 +0000 2018,".@JonSummersdc on the @FBI: ""Most of these people are hardworking people who work to keep the American people safe.… https://t.co/M2elKhlK3v",0.0,0.0,1.0,0.0,64
@FoxNews,Mon Jun 18 23:42:51 +0000 2018,Rapper XXXTentacion dead at 20 after shooting https://t.co/oemCLXfENi,-0.6486,0.0,0.619,0.381,65
@FoxNews,Mon Jun 18 23:40:56 +0000 2018,".@ByronYork: ""You had Republicans making their case that the Horowitz report showed extensive evidence of bias...Yo… https://t.co/Zw7XDqTzKx",0.0,0.0,1.0,0.0,66
@FoxNews,Mon Jun 18 23:33:09 +0000 2018,".@SenTedCruz introduces 'emergency' bill to keep immigrant families together, slams Dems' proposal https://t.co/DvArLTbNkN",0.0,0.0,1.0,0.0,67
@FoxNews,Mon Jun 18 23:31:37 +0000 2018,".@RepRatcliffe: ""Peter Strzok is a central witness in both the @HillaryClinton email investigation and the #Trump R… https://t.co/WKvYVh3egF",0.0,0.0,1.0,0.0,68
@FoxNews,Mon Jun 18 23:26:28 +0000 2018,".@kanyewest, Diplo, and more stars react to rapper XXXTentacion's sudden death https://t.co/7pwB4BERSI",-0.5994,0.0,0.738,0.262,69
@FoxNews,Mon Jun 18 23:23:27 +0000 2018,"Ronald Vitiello: ""At the ports of entry, if they make [asylum] claims, they would not be separated."" #TheStory… https://t.co/LJgRvlbtbD",0.0,0.0,1.0,0.0,70
@FoxNews,Mon Jun 18 23:16:44 +0000 2018,"Ronald Vitiello: ""We have to find a way to make this border safer."" #TheStory https://t.co/Xq0z6HN58n https://t.co/25rcNzlJZ4",0.0,0.0,1.0,0.0,71
@FoxNews,Mon Jun 18 23:12:29 +0000 2018,".@johnrobertsFox reports on widespread backlash over ""zero tolerance"" immigration policy https://t.co/Xq0z6HN58n https://t.co/RkKSrtEEkR",0.296,0.167,0.833,0.0,72
@FoxNews,Mon Jun 18 23:05:00 +0000 2018,"Earlier, Inspector General Michael Horowitz testified before the Senate Judiciary Committee on his report on the… https://t.co/Up9RaKvAEu",0.0,0.0,1.0,0.0,73
@FoxNews,Mon Jun 18 23:03:48 +0000 2018,'@Comey Should Hear a Whistle on the Track': Turley Says Former @FBI Boss May See 'Train' of Investigations https://t.co/7caArvieFL,0.0,0.0,1.0,0.0,74
@FoxNews,Mon Jun 18 22:58:24 +0000 2018,".@NYGovCuomo released a statement Monday saying, ""We will not deploy National Guard to the border, and we will not… https://t.co/zioqj1sM8F",0.0,0.0,1.0,0.0,75
@FoxNews,Mon Jun 18 22:55:43 +0000 2018,".@MZHemingway: ""There's a moral cost to separating children from their families and it is important that Democrats… https://t.co/EsVG7oBH7Z",0.2023,0.101,0.899,0.0,76
@FoxNews,Mon Jun 18 22:45:36 +0000 2018,"TONIGHT: Attorney General Jeff Sessions reacts LIVE to the controversy at the border. Tune in to ""The… https://t.co/UWUgEnluXQ",0.0,0.0,1.0,0.0,77
@FoxNews,Mon Jun 18 22:39:00 +0000 2018,The @WHO says compulsively playing video games now qualifies as a new mental health condition. #SpecialReport… https://t.co/xPkRAK5HVe,0.2023,0.107,0.893,0.0,78
@FoxNews,Mon Jun 18 22:33:43 +0000 2018,MSNBC's Mika Brzezinski unloads on 'cowardly' Secretary Nielsen over briefing 'full of lies' https://t.co/CozNHBUpCN,-0.4215,0.0,0.823,0.177,79
@FoxNews,Mon Jun 18 22:29:20 +0000 2018,RT @EricShawnTV: Listen to former #Philadelphia Mob Boss #RalphNatale on how the mafia works. He chillingly describes a mob hit that he car…,0.0,0.0,1.0,0.0,80
@FoxNews,Mon Jun 18 22:28:37 +0000 2018,"'This Is Appalling': Sen. Hatch Rips Actions Noted in IG Report, Slams FBI Boss' Response. https://t.co/CmJHls5CLf",0.0,0.0,1.0,0.0,81
@FoxNews,Mon Jun 18 22:22:03 +0000 2018,".@JonathanTurley on the IG report: ""[@JusticeOIG's Michael Horowitz] actually found a lot of bias, it's just that h… https://t.co/JU1jE933z2",-0.1027,0.0,0.924,0.076,82
@FoxNews,Mon Jun 18 22:15:49 +0000 2018,Inspector General Horowitz: “I can’t think of something more concerning than a law enforcement officer suggesting t… https://t.co/Ekg1tBgNYe,0.0,0.0,1.0,0.0,83
@FoxNews,Mon Jun 18 22:15:37 +0000 2018,"Rep. @NancyPelosi on children being separated from their families at the border: ""This is not about immigration. Th… https://t.co/1ykcaVQuVA",0.0,0.0,1.0,0.0,84
@FoxNews,Mon Jun 18 22:09:27 +0000 2018,"The team you trust. The network you love.

Watch 'Tucker Carlson Tonight,' weeknights at 8p ET. https://t.co/aMCUQIPpnS",0.8176,0.333,0.667,0.0,85
@FoxNews,Mon Jun 18 22:04:15 +0000 2018,.@PressSec: “We want to secure the border...This is a broken system and we've got to quit ignoring it.” https://t.co/QzlXZBaUxG,-0.4767,0.157,0.596,0.247,86
@FoxNews,Mon Jun 18 21:58:14 +0000 2018,.@PressSec: “The president’s been clear. He was obviously very involved in his campaign and he’s laid out a number… https://t.co/Bfk1ul0ode,0.3818,0.126,0.874,0.0,87
@FoxNews,Mon Jun 18 21:57:43 +0000 2018,".@donnabrazile: ""There's no federal law that says that you must separate children from their families. That's the l… https://t.co/pbma6PsIkx",-0.296,0.0,0.891,0.109,88
@FoxNews,Mon Jun 18 21:54:12 +0000 2018,.@PressSec: “The president wants to fix the system and we're committed to doing that.” https://t.co/w71rWn5M1Y,0.2732,0.13,0.87,0.0,89
@FoxNews,Mon Jun 18 21:50:08 +0000 2018,".@SecNielsen: “If you’re seeking asylum, go to a port of entry. You do not need to break the law of the United Stat… https://t.co/VhzkfZ3szZ",0.4215,0.113,0.887,0.0,90
@FoxNews,Mon Jun 18 21:38:30 +0000 2018,.@SecNielsen: “DHS is not separating families legitimately seeking asylum at ports of entry.”… https://t.co/xyGr8baaGm,0.0,0.0,1.0,0.0,91
@FoxNews,Mon Jun 18 21:33:56 +0000 2018,.@SecNielsen: “This administration did not create a policy of separating families at the border.”… https://t.co/Naa8eSq7wr,-0.2057,0.0,0.878,0.122,92
@FoxNews,Mon Jun 18 21:29:10 +0000 2018,.@SecNielsen: “We need Congress to fully fund our ability to hold families together through the immigration process… https://t.co/0fAmPWsCTb,0.3744,0.131,0.869,0.0,93
@FoxNews,Mon Jun 18 21:25:02 +0000 2018,"JUST IN: DHS head Nielsen says immigration crisis 'is not new,' product of legislative loopholes https://t.co/y9a4lDd9E8",-0.6249,0.0,0.785,0.215,94
@FoxNews,Mon Jun 18 21:24:32 +0000 2018,.@SecNielsen: “We are a country of compassion. We are a country of heart. We must fix the system so that those who… https://t.co/PSqniOKUQf,0.4588,0.13,0.87,0.0,95
@FoxNews,Mon Jun 18 21:21:12 +0000 2018,"“Apprehension without detention and removal is not border security.”

.@SecNielsen addresses immigration https://t.co/AFZTumvXYS",0.2755,0.15,0.85,0.0,96
@FoxNews,Mon Jun 18 21:12:11 +0000 2018,.@PressSec Sarah Sanders holds a @WhiteHouse press briefing with @DHSgov @SecNielsen.  https://t.co/LCry6DqsCM,0.0,0.0,1.0,0.0,97
@FoxNews,Mon Jun 18 21:03:17 +0000 2018,Food stamp enrollment falls to an 8-year low as @POTUS clamps down on fraud and the economy improves. https://t.co/5rkMwsIlBh,-0.4767,0.113,0.648,0.239,98
@FoxNews,Mon Jun 18 20:53:28 +0000 2018,'Do You Believe in the Tooth Fairy?': Sen. John Kennedy Presses Inspector General for Finding 'No Bias' https://t.co/bG6EgWBlsc,-0.3818,0.0,0.816,0.184,99
@NYTimes,Tue Jun 19 05:49:28 +0000 2018,"2 years ago, NASA dismissed and mocked an amateur who criticized a database of asteroid findings. Now Nathan Myhrvo… https://t.co/S0RjTUfEeu",-0.5859,0.0,0.769,0.231,0
@NYTimes,Tue Jun 19 05:32:06 +0000 2018,"RT @dgelles: “Race relations has been a challenging topic in America for centuries,” Kevin Johnson, the CEO of @Starbucks tells me. “The re…",0.1531,0.071,0.929,0.0,1
@NYTimes,Tue Jun 19 05:11:13 +0000 2018,"Napoleon’s Hat, Dropped at Waterloo, Is Picked Up at Auction for $400,000 https://t.co/4yooAl3Mgb",0.0,0.0,1.0,0.0,2
@NYTimes,Tue Jun 19 05:00:24 +0000 2018,"Peter Buttigieg, a rising star in the Democratic Party, once wondered: “How does a sitting mayor in Indiana who’s g… https://t.co/Oiq24BMaU9",0.4019,0.13,0.87,0.0,3
